Ord_id;Prod_id;Ship_id;Cust_id;Sales;Discount;Order_Quantity;Product_Base_Margin;Customer_Name;Province;Region;Customer_Segment;Cust_id;Order_Date;Order_Priority;Ord_id;Order_ID;Ship_Mode;Ship_Date;Ship_id;Product_Category;Product_Sub_Category;Prod_id
Ord_3654;Prod_15;SHP_5065;Cust_1287;800;0,01;32;0,06;MICHELLE MORAY;SASKACHEWAN;PRARIE;CORPORATE;Cust_1287;2010-03-30;LOW;Ord_3654;19206;DELIVERY TRUCK;2010-04-01;SHP_5065;FURNITURE;CHAIRS & CHAIRMATS;Prod_15
Ord_3655;Prod_5;SHP_5066;Cust_1290;38169;0,04;8;0,44;MARIBETH YEDWAB;SASKACHEWAN;PRARIE;HOME OFFICE;Cust_1290;2011-01-09;HIGH;Ord_3655;19654;REGULAR AIR;2011-01-09;SHP_5066;FURNITURE;OFFICE FURNISHINGS;Prod_5
Ord_3656;Prod_17;SHP_5068;Cust_1287;1513711;0,03;49;0,57;MICHELLE MORAY;SASKACHEWAN;PRARIE;CORPORATE;Cust_1287;2009-01-10;LOW;Ord_3656;20037;DELIVERY TRUCK;2009-01-15;SHP_5068;TECHNOLOGY;OFFICE MACHINES;Prod_17
Ord_3656;Prod_5;SHP_5067;Cust_1287;100942;0,02;35;0,42;MICHELLE MORAY;SASKACHEWAN;PRARIE;CORPORATE;Cust_1287;2009-01-10;LOW;Ord_3656;20037;REGULAR AIR;2009-01-15;SHP_5067;FURNITURE;OFFICE FURNISHINGS;Prod_5
Ord_3657;Prod_1;SHP_5069;Cust_1291;103009;0,09;40;0,67;CINDY SCHNELLING;SASKACHEWAN;PRARIE;CORPORATE;Cust_1291;2009-01-12;NOT SPECIFIED;Ord_3657;20549;REGULAR AIR;2009-01-13;SHP_5069;OFFICE SUPPLIES;STORAGE & ORGANIZATION;Prod_1
Ord_3658;Prod_13;SHP_5071;Cust_1292;10589;0,08;39;0,54;EUGENE MOREN;SASKACHEWAN;PRARIE;HOME OFFICE;Cust_1292;2010-07-30;NOT SPECIFIED;Ord_3658;20832;REGULAR AIR;2010-08-01;SHP_5071;OFFICE SUPPLIES;PENS & ART SUPPLIES;Prod_13
Ord_3658;Prod_3;SHP_5070;Cust_1292;887;0,06;47;0,37;EUGENE MOREN;SASKACHEWAN;PRARIE;HOME OFFICE;Cust_1292;2010-07-30;NOT SPECIFIED;Ord_3658;20832;REGULAR AIR;2010-07-30;SHP_5070;OFFICE SUPPLIES;BINDERS AND BINDER ACCESSORIES;Prod_3
Ord_3659;Prod_15;SHP_5072;Cust_1292;910727;0,07;34;NULL;EUGENE MOREN;SASKACHEWAN;PRARIE;HOME OFFICE;Cust_1292;2010-11-18;NOT SPECIFIED;Ord_3659;22887;REGULAR AIR;2010-11-19;SHP_5072;FURNITURE;CHAIRS & CHAIRMATS;Prod_15
Ord_366;Prod_6;SHP_489;Cust_146;13067;0,05;19;0,37;GREG GUTHRIE;PRINCE EDWARD ISLAND;ATLANTIC;CORPORATE;Cust_146;2011-01-11;LOW;Ord_366;12773;REGULAR AIR;2011-01-16;SHP_489;OFFICE SUPPLIES;PAPER;Prod_6
Ord_366;Prod_13;SHP_489;Cust_146;7762;0,01;21;0,56;GREG GUTHRIE;PRINCE EDWARD ISLAND;ATLANTIC;CORPORATE;Cust_146;2011-01-11;LOW;Ord_366;12773;REGULAR AIR;2011-01-16;SHP_489;OFFICE SUPPLIES;PENS & ART SUPPLIES;Prod_13
Ord_366;Prod_5;SHP_488;Cust_146;6741;0,04;15;0,49;GREG GUTHRIE;PRINCE EDWARD ISLAND;ATLANTIC;CORPORATE;Cust_146;2011-01-11;LOW;Ord_366;12773;REGULAR AIR;2011-01-20;SHP_488;FURNITURE;OFFICE FURNISHINGS;Prod_5
Ord_366;Prod_3;SHP_487;Cust_146;17;0,07;6;0,39;GREG GUTHRIE;PRINCE EDWARD ISLAND;ATLANTIC;CORPORATE;Cust_146;2011-01-11;LOW;Ord_366;12773;REGULAR AIR;2011-01-13;SHP_487;OFFICE SUPPLIES;BINDERS AND BINDER ACCESSORIES;Prod_3
Ord_3660;Prod_13;SHP_5073;Cust_1284;7139;0,09;27;0,58;DARRIN VAN HUFF;SASKACHEWAN;PRARIE;HOME OFFICE;Cust_1284;2009-12-17;MEDIUM;Ord_3660;23936;REGULAR AIR;2009-12-19;SHP_5073;OFFICE SUPPLIES;PENS & ART SUPPLIES;Prod_13
Ord_3661;Prod_2;SHP_5074;Cust_1291;159686;0,05;37;0,59;CINDY SCHNELLING;SASKACHEWAN;PRARIE;CORPORATE;Cust_1291;2011-09-29;CRITICAL;Ord_3661;24326;REGULAR AIR;2011-10-01;SHP_5074;OFFICE SUPPLIES;APPLIANCES;Prod_2
Ord_3661;Prod_13;SHP_5075;Cust_1291;7836;0,06;12;0,48;CINDY SCHNELLING;SASKACHEWAN;PRARIE;CORPORATE;Cust_1291;2011-09-29;CRITICAL;Ord_3661;24326;REGULAR AIR;2011-09-30;SHP_5075;OFFICE SUPPLIES;PENS & ART SUPPLIES;Prod_13
Ord_3662;Prod_11;SHP_5076;Cust_1287;3300216;0,01;20;0,77;MICHELLE MORAY;SASKACHEWAN;PRARIE;CORPORATE;Cust_1287;2009-11-20;HIGH;Ord_3662;25926;DELIVERY TRUCK;2009-11-21;SHP_5076;FURNITURE;TABLES;Prod_11
Ord_3662;Prod_3;SHP_5077;Cust_1287;33154;0,05;23;0,38;MICHELLE MORAY;SASKACHEWAN;PRARIE;CORPORATE;Cust_1287;2009-11-20;HIGH;Ord_3662;25926;REGULAR AIR;2009-11-22;SHP_5077;OFFICE SUPPLIES;BINDERS AND BINDER ACCESSORIES;Prod_3
Ord_3663;Prod_3;SHP_5078;Cust_1290;2513;0,01;38;0,39;MARIBETH YEDWAB;SASKACHEWAN;PRARIE;HOME OFFICE;Cust_1290;2010-04-22;MEDIUM;Ord_3663;27687;REGULAR AIR;2010-04-24;SHP_5078;OFFICE SUPPLIES;BINDERS AND BINDER ACCESSORIES;Prod_3
Ord_3664;Prod_6;SHP_5079;Cust_1293;22668;0,04;41;0,38;LIZ PRICE;SASKACHEWAN;PRARIE;CORPORATE;Cust_1293;2010-05-04;LOW;Ord_3664;27776;EXPRESS AIR;2010-05-08;SHP_5079;OFFICE SUPPLIES;PAPER;Prod_6
Ord_3665;Prod_8;SHP_5080;Cust_1294;40114;0,01;10;0,74;LIZ PRICE;SASKACHEWAN;PRARIE;CONSUMER;Cust_1294;2009-01-12;MEDIUM;Ord_3665;27813;REGULAR AIR;2009-01-14;SHP_5080;TECHNOLOGY;COMPUTER PERIPHERALS;Prod_8
Ord_3666;Prod_1;SHP_5081;Cust_1285;4674;0,01;19;0,78;BRIAN MOSS;SASKACHEWAN;PRARIE;CORPORATE;Cust_1285;2009-02-23;HIGH;Ord_3666;28256;DELIVERY TRUCK;2009-02-23;SHP_5081;OFFICE SUPPLIES;STORAGE & ORGANIZATION;Prod_1
Ord_3667;Prod_17;SHP_5082;Cust_1291;2153226;0,09;44;0,37;CINDY SCHNELLING;SASKACHEWAN;PRARIE;CORPORATE;Cust_1291;2011-03-20;NOT SPECIFIED;Ord_3667;28550;DELIVERY TRUCK;2011-03-23;SHP_5082;TECHNOLOGY;OFFICE MACHINES;Prod_17
Ord_3667;Prod_6;SHP_5083;Cust_1291;1071964;0,01;1;0,36;CINDY SCHNELLING;SASKACHEWAN;PRARIE;CORPORATE;Cust_1291;2011-03-20;NOT SPECIFIED;Ord_3667;28550;REGULAR AIR;2011-03-21;SHP_5083;OFFICE SUPPLIES;PAPER;Prod_6
Ord_3668;Prod_8;SHP_5085;Cust_1287;122008;0;42;0,04;MICHELLE MORAY;SASKACHEWAN;PRARIE;CORPORATE;Cust_1287;2010-03-21;CRITICAL;Ord_3668;30374;REGULAR AIR;2010-03-22;SHP_5085;TECHNOLOGY;COMPUTER PERIPHERALS;Prod_8
Ord_3668;Prod_2;SHP_5085;Cust_1287;70954;0,07;12;0,57;MICHELLE MORAY;SASKACHEWAN;PRARIE;CORPORATE;Cust_1287;2010-03-21;CRITICAL;Ord_3668;30374;REGULAR AIR;2010-03-22;SHP_5085;OFFICE SUPPLIES;APPLIANCES;Prod_2
Ord_3669;Prod_4;SHP_5086;Cust_1284;6063985;0,09;20;0,38;DARRIN VAN HUFF;SASKACHEWAN;PRARIE;HOME OFFICE;Cust_1284;2009-02-26;CRITICAL;Ord_3669;30564;REGULAR AIR;2009-02-27;SHP_5086;TECHNOLOGY;TELEPHONES AND COMMUNICATION;Prod_4
Ord_367;Prod_9;SHP_490;Cust_135;44039;0,05;45;0,39;GUY ARMSTRONG;PRINCE EDWARD ISLAND;ATLANTIC;CORPORATE;Cust_135;2009-03-05;NOT SPECIFIED;Ord_367;12934;REGULAR AIR;2009-03-06;SHP_490;OFFICE SUPPLIES;ENVELOPES;Prod_9
Ord_367;Prod_13;SHP_491;Cust_135;9699;0,02;27;0,56;GUY ARMSTRONG;PRINCE EDWARD ISLAND;ATLANTIC;CORPORATE;Cust_135;2009-03-05;NOT SPECIFIED;Ord_367;12934;EXPRESS AIR;2009-03-06;SHP_491;OFFICE SUPPLIES;PENS & ART SUPPLIES;Prod_13
Ord_3670;Prod_4;SHP_5087;Cust_1290;1108366;0,05;20;0,55;MARIBETH YEDWAB;SASKACHEWAN;PRARIE;HOME OFFICE;Cust_1290;2011-08-11;CRITICAL;Ord_3670;31620;REGULAR AIR;2011-08-13;SHP_5087;TECHNOLOGY;TELEPHONES AND COMMUNICATION;Prod_4
Ord_3671;Prod_2;SHP_5088;Cust_1286;73425;0,08;17;0,56;MAX LUDWIG;SASKACHEWAN;PRARIE;CORPORATE;Cust_1286;2010-01-29;MEDIUM;Ord_3671;31780;EXPRESS AIR;2010-01-31;SHP_5088;OFFICE SUPPLIES;APPLIANCES;Prod_2
Ord_3672;Prod_1;SHP_5089;Cust_1285;74149;0,08;8;NULL;BRIAN MOSS;SASKACHEWAN;PRARIE;CORPORATE;Cust_1285;2011-05-07;HIGH;Ord_3672;31876;REGULAR AIR;2011-05-08;SHP_5089;OFFICE SUPPLIES;STORAGE & ORGANIZATION;Prod_1
Ord_3673;Prod_11;SHP_5091;Cust_1290;5238192;0,08;47;0,69;MARIBETH YEDWAB;SASKACHEWAN;PRARIE;HOME OFFICE;Cust_1290;2012-10-10;NOT SPECIFIED;Ord_3673;32356;DELIVERY TRUCK;2012-10-12;SHP_5091;FURNITURE;TABLES;Prod_11
Ord_3673;Prod_3;SHP_5090;Cust_1290;76841;0,01;12;0,04;MARIBETH YEDWAB;SASKACHEWAN;PRARIE;HOME OFFICE;Cust_1290;2012-10-10;NOT SPECIFIED;Ord_3673;32356;REGULAR AIR;2012-10-11;SHP_5090;OFFICE SUPPLIES;BINDERS AND BINDER ACCESSORIES;Prod_3
Ord_3674;Prod_16;SHP_5092;Cust_1287;60022;0,08;50;0,06;MICHELLE MORAY;SASKACHEWAN;PRARIE;CORPORATE;Cust_1287;2011-01-04;LOW;Ord_3674;33473;REGULAR AIR;2011-01-04;SHP_5092;OFFICE SUPPLIES;SCISSORS, RULERS AND TRIMMERS;Prod_16
Ord_3675;Prod_4;SHP_5094;Cust_1290;9241115;0,06;9;0,57;MARIBETH YEDWAB;SASKACHEWAN;PRARIE;HOME OFFICE;Cust_1290;2010-07-19;NOT SPECIFIED;Ord_3675;35043;REGULAR AIR;2010-07-20;SHP_5094;TECHNOLOGY;TELEPHONES AND COMMUNICATION;Prod_4
Ord_3675;Prod_7;SHP_5093;Cust_1290;12521;0,01;45;0,39;MARIBETH YEDWAB;SASKACHEWAN;PRARIE;HOME OFFICE;Cust_1290;2010-07-19;NOT SPECIFIED;Ord_3675;35043;EXPRESS AIR;2010-07-20;SHP_5093;OFFICE SUPPLIES;RUBBER BANDS;Prod_7
Ord_3676;Prod_8;SHP_5095;Cust_1294;244026;0;50;0,55;LIZ PRICE;SASKACHEWAN;PRARIE;CONSUMER;Cust_1294;2010-11-24;MEDIUM;Ord_3676;37603;REGULAR AIR;2010-11-26;SHP_5095;TECHNOLOGY;COMPUTER PERIPHERALS;Prod_8
Ord_3676;Prod_8;SHP_5095;Cust_1294;100819;0,03;23;0,55;LIZ PRICE;SASKACHEWAN;PRARIE;CONSUMER;Cust_1294;2010-11-24;MEDIUM;Ord_3676;37603;REGULAR AIR;2010-11-26;SHP_5095;TECHNOLOGY;COMPUTER PERIPHERALS;Prod_8
Ord_3677;Prod_5;SHP_5096;Cust_1295;1694;0,01;19;0,45;MARK VAN HUFF;SASKACHEWAN;PRARIE;HOME OFFICE;Cust_1295;2011-08-30;CRITICAL;Ord_3677;38561;REGULAR AIR;2011-09-01;SHP_5096;FURNITURE;OFFICE FURNISHINGS;Prod_5
Ord_3678;Prod_4;SHP_5098;Cust_1289;6944092;0,06;45;0,57;CRAIG RIDER;SASKACHEWAN;PRARIE;SMALL BUSINESS;Cust_1289;2009-07-09;CRITICAL;Ord_3678;40547;EXPRESS AIR;2009-07-11;SHP_5098;TECHNOLOGY;TELEPHONES AND COMMUNICATION;Prod_4
Ord_3679;Prod_4;SHP_5100;Cust_1284;1407515;0;43;0,39;DARRIN VAN HUFF;SASKACHEWAN;PRARIE;HOME OFFICE;Cust_1284;2012-03-28;NOT SPECIFIED;Ord_3679;40611;REGULAR AIR;2012-03-30;SHP_5100;TECHNOLOGY;TELEPHONES AND COMMUNICATION;Prod_4
Ord_3679;Prod_6;SHP_5099;Cust_1284;6683;0,02;12;0,04;DARRIN VAN HUFF;SASKACHEWAN;PRARIE;HOME OFFICE;Cust_1284;2012-03-28;NOT SPECIFIED;Ord_3679;40611;EXPRESS AIR;2012-03-30;SHP_5099;OFFICE SUPPLIES;PAPER;Prod_6
Ord_368;Prod_3;SHP_492;Cust_147;59043;0,09;46;0,04;JOY SMITH;PRINCE EDWARD ISLAND;ATLANTIC;CONSUMER;Cust_147;2009-12-14;LOW;Ord_368;13120;REGULAR AIR;2009-12-21;SHP_492;OFFICE SUPPLIES;BINDERS AND BINDER ACCESSORIES;Prod_3
Ord_368;Prod_3;SHP_493;Cust_147;21633;0;8;0,39;JOY SMITH;PRINCE EDWARD ISLAND;ATLANTIC;CONSUMER;Cust_147;2009-12-14;LOW;Ord_368;13120;REGULAR AIR;2009-12-14;SHP_493;OFFICE SUPPLIES;BINDERS AND BINDER ACCESSORIES;Prod_3
Ord_3680;Prod_4;SHP_5102;Cust_1284;31001115;0,02;22;0,06;DARRIN VAN HUFF;SASKACHEWAN;PRARIE;HOME OFFICE;Cust_1284;2012-07-29;MEDIUM;Ord_3680;40901;EXPRESS AIR;2012-07-31;SHP_5102;TECHNOLOGY;TELEPHONES AND COMMUNICATION;Prod_4
Ord_3680;Prod_8;SHP_5101;Cust_1284;27314;0,02;40;0,66;DARRIN VAN HUFF;SASKACHEWAN;PRARIE;HOME OFFICE;Cust_1284;2012-07-29;MEDIUM;Ord_3680;40901;REGULAR AIR;2012-07-31;SHP_5101;TECHNOLOGY;COMPUTER PERIPHERALS;Prod_8
Ord_3681;Prod_13;SHP_5104;Cust_1284;37145;0,01;10;0,59;DARRIN VAN HUFF;SASKACHEWAN;PRARIE;HOME OFFICE;Cust_1284;2012-12-08;NOT SPECIFIED;Ord_3681;41634;REGULAR AIR;2012-12-10;SHP_5104;OFFICE SUPPLIES;PENS & ART SUPPLIES;Prod_13
Ord_3681;Prod_8;SHP_5103;Cust_1284;5735;0,06;7;0,52;DARRIN VAN HUFF;SASKACHEWAN;PRARIE;HOME OFFICE;Cust_1284;2012-12-08;NOT SPECIFIED;Ord_3681;41634;REGULAR AIR;2012-12-09;SHP_5103;TECHNOLOGY;COMPUTER PERIPHERALS;Prod_8
Ord_3682;Prod_1;SHP_5106;Cust_1297;36469;0,06;22;0,58;MARK HAMILTON;SASKACHEWAN;PRARIE;HOME OFFICE;Cust_1297;2011-12-12;MEDIUM;Ord_3682;41956;EXPRESS AIR;2011-12-13;SHP_5106;OFFICE SUPPLIES;STORAGE & ORGANIZATION;Prod_1
Ord_3682;Prod_8;SHP_5107;Cust_1297;863;0;16;0,66;MARK HAMILTON;SASKACHEWAN;PRARIE;HOME OFFICE;Cust_1297;2011-12-12;MEDIUM;Ord_3682;41956;REGULAR AIR;2011-12-14;SHP_5107;TECHNOLOGY;COMPUTER PERIPHERALS;Prod_8
Ord_3683;Prod_1;SHP_5108;Cust_1295;1272395;0,08;47;0,08;MARK VAN HUFF;SASKACHEWAN;PRARIE;HOME OFFICE;Cust_1295;2012-01-04;LOW;Ord_3683;44646;REGULAR AIR;2012-01-08;SHP_5108;OFFICE SUPPLIES;STORAGE & ORGANIZATION;Prod_1
Ord_3684;Prod_6;SHP_5109;Cust_1293;27263;0,04;43;0,37;LIZ PRICE;SASKACHEWAN;PRARIE;CORPORATE;Cust_1293;2012-10-07;MEDIUM;Ord_3684;45825;REGULAR AIR;2012-10-07;SHP_5109;OFFICE SUPPLIES;PAPER;Prod_6
Ord_3685;Prod_1;SHP_5110;Cust_1285;5464;0,01;39;0,81;BRIAN MOSS;SASKACHEWAN;PRARIE;CORPORATE;Cust_1285;2010-08-17;NOT SPECIFIED;Ord_3685;47232;EXPRESS AIR;2010-08-19;SHP_5110;OFFICE SUPPLIES;STORAGE & ORGANIZATION;Prod_1
Ord_3686;Prod_16;SHP_5111;Cust_1290;80333;0,09;1;0,83;MARIBETH YEDWAB;SASKACHEWAN;PRARIE;HOME OFFICE;Cust_1290;2012-12-30;LOW;Ord_3686;49344;REGULAR AIR;2012-12-30;SHP_5111;OFFICE SUPPLIES;SCISSORS, RULERS AND TRIMMERS;Prod_16
Ord_3686;Prod_8;SHP_5111;Cust_1290;67293;0;31;0,68;MARIBETH YEDWAB;SASKACHEWAN;PRARIE;HOME OFFICE;Cust_1290;2012-12-30;LOW;Ord_3686;49344;REGULAR AIR;2012-12-30;SHP_5111;TECHNOLOGY;COMPUTER PERIPHERALS;Prod_8
Ord_3687;Prod_13;SHP_5112;Cust_1287;10992;0,06;27;0,51;MICHELLE MORAY;SASKACHEWAN;PRARIE;CORPORATE;Cust_1287;2012-03-30;LOW;Ord_3687;49351;REGULAR AIR;2012-04-03;SHP_5112;OFFICE SUPPLIES;PENS & ART SUPPLIES;Prod_13
Ord_3688;Prod_9;SHP_5113;Cust_1292;15029;0,03;35;0,39;EUGENE MOREN;SASKACHEWAN;PRARIE;HOME OFFICE;Cust_1292;2009-04-20;HIGH;Ord_3688;49511;EXPRESS AIR;2009-04-20;SHP_5113;OFFICE SUPPLIES;ENVELOPES;Prod_9
Ord_3689;Prod_1;SHP_5114;Cust_1298;350049;0,09;32;0,78;CHUCK MAGEE;SASKACHEWAN;PRARIE;CORPORATE;Cust_1298;2012-09-18;HIGH;Ord_3689;52419;REGULAR AIR;2012-09-19;SHP_5114;OFFICE SUPPLIES;STORAGE & ORGANIZATION;Prod_1
Ord_369;Prod_5;SHP_495;Cust_139;360988;0,07;42;0,74;ERICA BERN;PRINCE EDWARD ISLAND;ATLANTIC;CORPORATE;Cust_139;2009-02-02;NOT SPECIFIED;Ord_369;13604;REGULAR AIR;2009-02-05;SHP_495;FURNITURE;OFFICE FURNISHINGS;Prod_5
Ord_369;Prod_8;SHP_494;Cust_139;315275;0,04;38;0,45;ERICA BERN;PRINCE EDWARD ISLAND;ATLANTIC;CORPORATE;Cust_139;2009-02-02;NOT SPECIFIED;Ord_369;13604;REGULAR AIR;2009-02-04;SHP_494;TECHNOLOGY;COMPUTER PERIPHERALS;Prod_8
Ord_3690;Prod_12;SHP_5115;Cust_1286;22334;0,01;39;0,39;MAX LUDWIG;SASKACHEWAN;PRARIE;CORPORATE;Cust_1286;2009-07-27;LOW;Ord_3690;53029;REGULAR AIR;2009-08-01;SHP_5115;OFFICE SUPPLIES;LABELS;Prod_12
Ord_3691;Prod_1;SHP_5116;Cust_1290;38028;0,08;30;0,59;MARIBETH YEDWAB;SASKACHEWAN;PRARIE;HOME OFFICE;Cust_1290;2012-01-11;NOT SPECIFIED;Ord_3691;54786;REGULAR AIR;2012-01-13;SHP_5116;OFFICE SUPPLIES;STORAGE & ORGANIZATION;Prod_1
Ord_3692;Prod_12;SHP_5117;Cust_1291;6784;0,07;24;0,36;CINDY SCHNELLING;SASKACHEWAN;PRARIE;CORPORATE;Cust_1291;2011-04-20;HIGH;Ord_3692;55362;REGULAR AIR;2011-04-22;SHP_5117;OFFICE SUPPLIES;LABELS;Prod_12
Ord_3693;Prod_2;SHP_5118;Cust_1287;12235;0,02;11;0,58;MICHELLE MORAY;SASKACHEWAN;PRARIE;CORPORATE;Cust_1287;2010-10-05;LOW;Ord_3693;56099;REGULAR AIR;2010-10-12;SHP_5118;OFFICE SUPPLIES;APPLIANCES;Prod_2
Ord_3693;Prod_1;SHP_5118;Cust_1287;9603;0,01;6;0,06;MICHELLE MORAY;SASKACHEWAN;PRARIE;CORPORATE;Cust_1287;2010-10-05;LOW;Ord_3693;56099;REGULAR AIR;2010-10-12;SHP_5118;OFFICE SUPPLIES;STORAGE & ORGANIZATION;Prod_1
Ord_3694;Prod_4;SHP_5120;Cust_1296;25609395;0,06;24;0,06;STEFANIA PERRINO;SASKACHEWAN;PRARIE;CORPORATE;Cust_1296;2009-08-03;MEDIUM;Ord_3694;56516;REGULAR AIR;2009-08-05;SHP_5120;TECHNOLOGY;TELEPHONES AND COMMUNICATION;Prod_4
Ord_3694;Prod_3;SHP_5119;Cust_1296;2789;0,08;6;0,38;STEFANIA PERRINO;SASKACHEWAN;PRARIE;CORPORATE;Cust_1296;2009-08-03;MEDIUM;Ord_3694;56516;REGULAR AIR;2009-08-04;SHP_5119;OFFICE SUPPLIES;BINDERS AND BINDER ACCESSORIES;Prod_3
Ord_3695;Prod_4;SHP_5122;Cust_1295;9279875;0;5;0,56;MARK VAN HUFF;SASKACHEWAN;PRARIE;HOME OFFICE;Cust_1295;2009-12-15;NOT SPECIFIED;Ord_3695;59556;REGULAR AIR;2009-12-16;SHP_5122;TECHNOLOGY;TELEPHONES AND COMMUNICATION;Prod_4
Ord_3695;Prod_7;SHP_5121;Cust_1295;4346;0;27;0,37;MARK VAN HUFF;SASKACHEWAN;PRARIE;HOME OFFICE;Cust_1295;2009-12-15;NOT SPECIFIED;Ord_3695;59556;REGULAR AIR;2009-12-17;SHP_5121;OFFICE SUPPLIES;RUBBER BANDS;Prod_7
Ord_3696;Prod_15;SHP_5123;Cust_1296;357523;0,04;30;0,69;STEFANIA PERRINO;SASKACHEWAN;PRARIE;CORPORATE;Cust_1296;2009-05-17;LOW;Ord_3696;59779;DELIVERY TRUCK;2009-05-24;SHP_5123;FURNITURE;CHAIRS & CHAIRMATS;Prod_15
Ord_3697;Prod_8;SHP_5124;Cust_1299;66216;0,07;25;0,04;SUNG SHARIARI;SASKACHEWAN;PRARIE;CORPORATE;Cust_1299;2012-04-25;NOT SPECIFIED;Ord_3697;1217;REGULAR AIR;2012-04-26;SHP_5124;TECHNOLOGY;COMPUTER PERIPHERALS;Prod_8
Ord_3698;Prod_3;SHP_5125;Cust_1300;564218;0,09;19;0,38;NONA BALK;SASKACHEWAN;PRARIE;CORPORATE;Cust_1300;2011-10-17;CRITICAL;Ord_3698;1666;EXPRESS AIR;2011-10-19;SHP_5125;OFFICE SUPPLIES;BINDERS AND BINDER ACCESSORIES;Prod_3
Ord_3699;Prod_3;SHP_5126;Cust_1301;13304;0,07;48;0,36;TOM STIVERS;SASKACHEWAN;PRARIE;SMALL BUSINESS;Cust_1301;2009-05-07;HIGH;Ord_3699;1829;REGULAR AIR;2009-05-08;SHP_5126;OFFICE SUPPLIES;BINDERS AND BINDER ACCESSORIES;Prod_3
Ord_37;Prod_6;SHP_49;Cust_28;12962;0,05;22;0,36;BETH THOMPSON;NUNAVUT;NUNAVUT;CORPORATE;Cust_28;2010-11-07;CRITICAL;Ord_37;5506;REGULAR AIR;2010-11-08;SHP_49;OFFICE SUPPLIES;PAPER;Prod_6
Ord_370;Prod_6;SHP_496;Cust_148;18805;0,04;26;0,37;DAN REICHENBACH;PRINCE EDWARD ISLAND;ATLANTIC;CORPORATE;Cust_148;2009-08-26;LOW;Ord_370;13927;EXPRESS AIR;2009-09-02;SHP_496;OFFICE SUPPLIES;PAPER;Prod_6
Ord_3700;Prod_8;SHP_5127;Cust_1302;55421;0,05;10;0,62;RICHARD EICHHORN;SASKACHEWAN;PRARIE;CONSUMER;Cust_1302;2012-12-23;LOW;Ord_3700;3202;REGULAR AIR;2012-12-27;SHP_5127;TECHNOLOGY;COMPUTER PERIPHERALS;Prod_8
Ord_3701;Prod_15;SHP_5128;Cust_1303;77574;0,02;8;0,66;NEIL FRENCH;SASKACHEWAN;PRARIE;CONSUMER;Cust_1303;2011-06-11;CRITICAL;Ord_3701;4871;DELIVERY TRUCK;2011-06-13;SHP_5128;FURNITURE;CHAIRS & CHAIRMATS;Prod_15
Ord_3701;Prod_16;SHP_5129;Cust_1303;23834;0,06;26;0,56;NEIL FRENCH;SASKACHEWAN;PRARIE;CONSUMER;Cust_1303;2011-06-11;CRITICAL;Ord_3701;4871;REGULAR AIR;2011-06-14;SHP_5129;OFFICE SUPPLIES;SCISSORS, RULERS AND TRIMMERS;Prod_16
Ord_3702;Prod_13;SHP_5130;Cust_1300;6864;0,07;3;0,59;NONA BALK;SASKACHEWAN;PRARIE;CORPORATE;Cust_1300;2009-11-23;CRITICAL;Ord_3702;6211;REGULAR AIR;2009-11-25;SHP_5130;OFFICE SUPPLIES;PENS & ART SUPPLIES;Prod_13
Ord_3702;Prod_3;SHP_5130;Cust_1300;6772;0,01;28;0,37;NONA BALK;SASKACHEWAN;PRARIE;CORPORATE;Cust_1300;2009-11-23;CRITICAL;Ord_3702;6211;REGULAR AIR;2009-11-25;SHP_5130;OFFICE SUPPLIES;BINDERS AND BINDER ACCESSORIES;Prod_3
Ord_3703;Prod_5;SHP_5131;Cust_1299;87552;0,09;24;0,67;SUNG SHARIARI;SASKACHEWAN;PRARIE;CORPORATE;Cust_1299;2010-11-09;MEDIUM;Ord_3703;7363;REGULAR AIR;2010-11-11;SHP_5131;FURNITURE;OFFICE FURNISHINGS;Prod_5
Ord_3704;Prod_6;SHP_5132;Cust_1304;40553;0,04;11;0,38;NEIL FRENCH;SASKACHEWAN;PRARIE;CORPORATE;Cust_1304;2011-02-26;MEDIUM;Ord_3704;8133;REGULAR AIR;2011-02-27;SHP_5132;OFFICE SUPPLIES;PAPER;Prod_6
Ord_3705;Prod_6;SHP_5133;Cust_1305;22072021;0,07;2;0,04;NICOLE FJELD;SASKACHEWAN;PRARIE;SMALL BUSINESS;Cust_1305;2010-08-06;LOW;Ord_3705;8416;REGULAR AIR;2010-08-10;SHP_5133;OFFICE SUPPLIES;PAPER;Prod_6
Ord_3706;Prod_2;SHP_5134;Cust_1306;186612;0,07;15;0,46;SUZANNE MCNAIR;SASKACHEWAN;PRARIE;SMALL BUSINESS;Cust_1306;2011-01-31;MEDIUM;Ord_3706;8802;REGULAR AIR;2011-02-02;SHP_5134;OFFICE SUPPLIES;APPLIANCES;Prod_2
Ord_3707;Prod_17;SHP_5136;Cust_1307;283594;0,05;49;0,37;ANDY REITER;SASKACHEWAN;PRARIE;CORPORATE;Cust_1307;2009-01-03;LOW;Ord_3707;9637;REGULAR AIR;2009-01-10;SHP_5136;TECHNOLOGY;OFFICE MACHINES;Prod_17
Ord_3707;Prod_8;SHP_5135;Cust_1307;52249;0,08;12;0,66;ANDY REITER;SASKACHEWAN;PRARIE;CORPORATE;Cust_1307;2009-01-03;LOW;Ord_3707;9637;REGULAR AIR;2009-01-05;SHP_5135;TECHNOLOGY;COMPUTER PERIPHERALS;Prod_8
